LogEntry{timestamp=2024-01-01T00:05:48.427, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_6868'}
LogEntry{timestamp=2024-04-07T20:32:17.916, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_8249'}
LogEntry{timestamp=2024-03-29T10:02:49.465, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_9229'}
LogEntry{timestamp=2024-06-15T02:54:18.138, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_5017'}
LogEntry{timestamp=2024-06-05T11:40:31.964, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_5160'}
LogEntry{timestamp=2024-01-12T12:09:09.101, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8675'}
LogEntry{timestamp=2024-03-08T18:09:03.912, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4660'}
LogEntry{timestamp=2024-01-13T15:40:34.232, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8896'}
LogEntry{timestamp=2024-05-03T10:08:11.584, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_7129'}
LogEntry{timestamp=2024-03-14T18:41:04.761, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5255'}
LogEntry{timestamp=2024-01-17T07:39:21.477, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1345'}
LogEntry{timestamp=2024-01-11T19:15:10.968, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_7503'}
LogEntry{timestamp=2024-01-29T14:13:36.312, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_1415'}
LogEntry{timestamp=2024-01-19T16:41:18.392, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_1039'}
LogEntry{timestamp=2024-03-01T05:33:13.760, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_3650'}
LogEntry{timestamp=2024-03-20T08:56:54.960, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2341'}
LogEntry{timestamp=2024-04-18T01:22:13.638, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8952'}
LogEntry{timestamp=2024-04-26T04:29:11.250, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_9192'}
LogEntry{timestamp=2024-05-26T08:52:09.450, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_4378'}
LogEntry{timestamp=2024-05-29T05:55:22.575, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_3841'}
LogEntry{timestamp=2024-06-08T04:43:14.650, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_1206'}
LogEntry{timestamp=2024-05-14T19:15:48.120, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2351'}
LogEntry{timestamp=2024-06-21T05:07:34.868, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1402'}
LogEntry{timestamp=2024-03-27T04:37:34.186, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_3200'}
LogEntry{timestamp=2024-04-12T12:54:25.080, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_3119'}
LogEntry{timestamp=2024-03-21T08:16:11.772, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_3003'}
LogEntry{timestamp=2024-01-31T06:24:21.924, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_3403'}
LogEntry{timestamp=2024-06-05T21:24:57.882, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1175'}
LogEntry{timestamp=2024-01-28T22:10:16.420, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_3328'}
LogEntry{timestamp=2024-03-09T05:41:09.670, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_2345'}
LogEntry{timestamp=2024-05-08T11:36:31.859, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_7139'}
LogEntry{timestamp=2024-06-14T04:12:33.750, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_5930'}
LogEntry{timestamp=2024-03-08T23:53:18.861, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_6399'}
LogEntry{timestamp=2024-03-19T06:12:11.428, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_4013'}
LogEntry{timestamp=2024-01-09T13:06:44.061, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7285'}
LogEntry{timestamp=2024-02-19T14:11:28.220, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1670'}
LogEntry{timestamp=2024-05-03T16:12:12.672, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_9199'}
LogEntry{timestamp=2024-02-08T12:53:49.941, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5944'}
LogEntry{timestamp=2024-06-30T23:38:54.512, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2864'}
LogEntry{timestamp=2024-06-03T15:11:38.427, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2951'}
LogEntry{timestamp=2024-02-08T01:46:29.712, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_7552'}
LogEntry{timestamp=2024-04-19T00:16:42.466, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_5864'}
LogEntry{timestamp=2024-02-09T13:52:57.200, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_1826'}
LogEntry{timestamp=2024-05-07T01:56:35.962, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_4777'}
LogEntry{timestamp=2024-06-27T05:17:16.152, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_7441'}
LogEntry{timestamp=2024-03-19T18:42:48.346, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_9263'}
LogEntry{timestamp=2024-02-05T23:45:49.176, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_8934'}
LogEntry{timestamp=2024-04-29T09:43:05.760, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3540'}
LogEntry{timestamp=2024-02-24T08:46:02.832, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_2169'}
LogEntry{timestamp=2024-04-07T23:11:30.684, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1151'}
LogEntry{timestamp=2024-01-25T01:32:15.692, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_2270'}
LogEntry{timestamp=2024-03-18T18:41:06.306, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5701'}
LogEntry{timestamp=2024-06-22T17:56:37.044, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4335'}
LogEntry{timestamp=2024-03-02T18:00:44.156, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8690'}
LogEntry{timestamp=2024-01-17T13:46:26.112, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_5530'}
LogEntry{timestamp=2024-06-15T02:11:08.898, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_6584'}
LogEntry{timestamp=2024-03-04T12:32:27.785, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_8610'}
LogEntry{timestamp=2024-04-20T10:00:17.902, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_3229'}
LogEntry{timestamp=2024-06-22T00:45:46.880, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8423'}
LogEntry{timestamp=2024-05-31T13:14:09.224, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_3886'}
LogEntry{timestamp=2024-03-04T20:10:14.910, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3687'}
LogEntry{timestamp=2024-01-10T20:35:38.580, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_2387'}
LogEntry{timestamp=2024-03-08T05:05:35.706, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_8086'}
LogEntry{timestamp=2024-02-02T03:50:38.791, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1217'}
LogEntry{timestamp=2024-05-01T07:04:07.305, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_6609'}
LogEntry{timestamp=2024-01-06T03:07:12.230, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_6809'}
LogEntry{timestamp=2024-03-12T10:59:17.412, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_2925'}
LogEntry{timestamp=2024-03-08T05:49:21.345, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_1984'}
LogEntry{timestamp=2024-05-22T15:44:11.424, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2093'}
LogEntry{timestamp=2024-05-21T03:28:14.510, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_8794'}
LogEntry{timestamp=2024-03-17T11:03:47.936, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2074'}
LogEntry{timestamp=2024-05-17T06:35:45.099, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1314'}
LogEntry{timestamp=2024-01-26T23:43:25.734, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_8870'}
LogEntry{timestamp=2024-02-08T08:36:21.972, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1442'}
LogEntry{timestamp=2024-02-24T15:15:39.945, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_1666'}
LogEntry{timestamp=2024-02-12T16:04:34.875, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5387'}
LogEntry{timestamp=2024-01-18T13:56:34.948, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8964'}
LogEntry{timestamp=2024-05-17T05:14:26.340, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_2865'}
LogEntry{timestamp=2024-04-24T21:25:38.400, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_1345'}
LogEntry{timestamp=2024-05-30T12:37:53.040, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_3963'}
LogEntry{timestamp=2024-03-11T08:14:17.446, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5969'}
LogEntry{timestamp=2024-06-20T14:13:37.758, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_9015'}
LogEntry{timestamp=2024-06-24T11:03:33.736, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_5424'}
LogEntry{timestamp=2024-06-13T11:00:33.796, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_5852'}
LogEntry{timestamp=2024-04-30T21:59:43.735, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_8772'}
LogEntry{timestamp=2024-06-24T18:19:48.505, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_6585'}
LogEntry{timestamp=2024-04-24T09:00:12.876, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2432'}
LogEntry{timestamp=2024-04-17T06:49:55.730, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_1055'}
LogEntry{timestamp=2024-03-06T04:20:33.592, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_1329'}
LogEntry{timestamp=2024-02-22T13:20:15.768, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5098'}
LogEntry{timestamp=2024-06-08T02:24:41.377, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_4846'}
LogEntry{timestamp=2024-04-29T08:39:28.431, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_4416'}
LogEntry{timestamp=2024-06-15T11:06:27.640, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_4684'}
LogEntry{timestamp=2024-06-14T07:06:53.500, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2507'}
LogEntry{timestamp=2024-01-28T23:54:52.872, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5913'}
LogEntry{timestamp=2024-06-22T15:47:55.786, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_8646'}
LogEntry{timestamp=2024-06-28T07:23:31.740, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_7990'}
LogEntry{timestamp=2024-03-26T12:56:10.548, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_8681'}
LogEntry{timestamp=2024-03-05T18:27:22.876, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4395'}
LogEntry{timestamp=2024-06-28T06:30:19.035, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_7671'}
LogEntry{timestamp=2024-03-16T03:03:54.160, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8828'}
LogEntry{timestamp=2024-06-23T21:16:34.803, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_4567'}
LogEntry{timestamp=2024-05-26T13:17:50.816, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_6189'}
LogEntry{timestamp=2024-01-12T19:44:03.091, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2112'}
LogEntry{timestamp=2024-03-03T22:57:07.190, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5658'}
LogEntry{timestamp=2024-03-13T02:53:07.851, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_2117'}
LogEntry{timestamp=2024-03-01T04:30:46.944, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_8808'}
LogEntry{timestamp=2024-07-01T09:22:44.256, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_4443'}
LogEntry{timestamp=2024-05-18T20:38:18.240, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_9658'}
LogEntry{timestamp=2024-02-03T23:32:03.351, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_5989'}
LogEntry{timestamp=2024-05-17T01:12:36.600, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_4724'}
LogEntry{timestamp=2024-02-27T13:01:23.745, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1555'}
LogEntry{timestamp=2024-02-08T05:22:18.980, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_7007'}
LogEntry{timestamp=2024-06-27T14:20:28.105, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_9537'}
LogEntry{timestamp=2024-01-07T23:40:46.344, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_4251'}
LogEntry{timestamp=2024-02-20T19:33:20.595, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_7935'}
LogEntry{timestamp=2024-03-07T17:18:15.840, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_7364'}
LogEntry{timestamp=2024-03-31T01:08:48.278, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5398'}
LogEntry{timestamp=2024-03-07T05:04:54.147, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_9314'}
LogEntry{timestamp=2024-02-14T21:21:03.024, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_4036'}
LogEntry{timestamp=2024-03-11T14:51:49.988, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_3534'}
LogEntry{timestamp=2024-04-06T05:50:56.499, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_1702'}
LogEntry{timestamp=2024-04-09T19:29:19.936, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_1198'}
LogEntry{timestamp=2024-02-08T14:47:47.328, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7704'}
LogEntry{timestamp=2024-04-13T15:16:05.412, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2200'}
LogEntry{timestamp=2024-02-07T04:51:50.850, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_2616'}
LogEntry{timestamp=2024-03-01T16:30:23.848, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_2714'}
LogEntry{timestamp=2024-04-06T02:42:51.796, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_9171'}
LogEntry{timestamp=2024-04-05T16:56:30, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_9206'}
LogEntry{timestamp=2024-02-01T01:51:41.672, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_8339'}
LogEntry{timestamp=2024-03-21T23:36:54.669, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8534'}
LogEntry{timestamp=2024-07-05T12:13:11.100, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_8687'}
LogEntry{timestamp=2024-01-18T09:48:25.512, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_6226'}
LogEntry{timestamp=2024-04-23T06:53:29.581, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1860'}
LogEntry{timestamp=2024-05-03T17:13:12.324, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_1613'}
LogEntry{timestamp=2024-02-05T09:52:55.102, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7795'}
LogEntry{timestamp=2024-05-31T11:43:48.210, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3815'}
LogEntry{timestamp=2024-02-29T13:48:20.042, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8762'}
LogEntry{timestamp=2024-02-08T03:00:54.699, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3801'}
LogEntry{timestamp=2024-04-13T16:20:11.624, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_8785'}
LogEntry{timestamp=2024-04-21T19:52:22.620, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_3514'}
LogEntry{timestamp=2024-01-25T02:32:29.460, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4036'}
LogEntry{timestamp=2024-06-14T20:24:55.366, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_4425'}
LogEntry{timestamp=2024-06-07T16:10:44.964, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_4044'}
LogEntry{timestamp=2024-06-11T08:31:51.528, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8696'}
LogEntry{timestamp=2024-04-10T07:47:09.861, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_6268'}
LogEntry{timestamp=2024-01-04T20:38:04.056, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5992'}
LogEntry{timestamp=2024-03-27T09:05:47.220, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_6568'}
LogEntry{timestamp=2024-01-05T06:26:53.202, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_9455'}
LogEntry{timestamp=2024-07-03T19:28:34.304, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_9513'}
LogEntry{timestamp=2024-04-30T21:17:10.878, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_4619'}
LogEntry{timestamp=2024-01-26T09:41:38.970, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_3385'}
LogEntry{timestamp=2024-04-26T09:24:26.446, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_7598'}
LogEntry{timestamp=2024-03-10T18:33:43.550, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_7572'}
LogEntry{timestamp=2024-06-09T22:03:53.164, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1023'}
LogEntry{timestamp=2024-03-17T04:26:43.794, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_6864'}
LogEntry{timestamp=2024-07-05T06:47:12.476, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_2089'}
LogEntry{timestamp=2024-04-06T01:00:15.246, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5607'}
LogEntry{timestamp=2024-05-15T02:28:49.333, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_2703'}
LogEntry{timestamp=2024-02-15T15:51:36.690, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_4275'}
LogEntry{timestamp=2024-05-13T17:01:15.888, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_3365'}
LogEntry{timestamp=2024-01-31T08:01:42.240, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4991'}
LogEntry{timestamp=2024-04-23T04:41:02.190, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7687'}
LogEntry{timestamp=2024-06-18T22:05:18.572, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_8062'}
LogEntry{timestamp=2024-06-20T09:04:30.030, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_1034'}
LogEntry{timestamp=2024-03-27T08:24:06.996, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_8146'}
LogEntry{timestamp=2024-04-16T04:00:31.158, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_8092'}
LogEntry{timestamp=2024-05-17T08:25:37.164, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_4619'}
LogEntry{timestamp=2024-02-24T01:51:17.531, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_2931'}
LogEntry{timestamp=2024-04-29T23:50:58.922, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_4717'}
LogEntry{timestamp=2024-05-03T08:31:34.695, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_5907'}
LogEntry{timestamp=2024-03-15T07:23:04.596, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_9511'}
LogEntry{timestamp=2024-02-02T10:21:52.187, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_7232'}
LogEntry{timestamp=2024-02-11T10:36:48.185, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5180'}
LogEntry{timestamp=2024-05-21T21:58:55.213, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_5063'}
LogEntry{timestamp=2024-03-18T22:17:56.740, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1884'}
LogEntry{timestamp=2024-01-27T08:49:10.236, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8710'}
LogEntry{timestamp=2024-02-18T11:08:38.760, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_3417'}
LogEntry{timestamp=2024-03-08T07:51:57.051, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5113'}
LogEntry{timestamp=2024-07-07T16:39:33.748, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_1678'}
LogEntry{timestamp=2024-05-19T01:48:56.844, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2644'}
LogEntry{timestamp=2024-04-23T11:21:20.957, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_4101'}
LogEntry{timestamp=2024-05-15T16:10:41.118, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_2124'}
LogEntry{timestamp=2024-05-13T23:30:59.152, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3627'}
LogEntry{timestamp=2024-05-04T08:47:23.691, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5365'}
LogEntry{timestamp=2024-07-09T03:36:08.136, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_2819'}
LogEntry{timestamp=2024-06-10T01:17:45.510, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5846'}
LogEntry{timestamp=2024-03-30T03:10:35.417, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_2340'}
LogEntry{timestamp=2024-03-24T06:34:34.128, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_1949'}
LogEntry{timestamp=2024-01-26T13:25:44.292, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_7616'}
LogEntry{timestamp=2024-05-06T08:51:47.693, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_9505'}
LogEntry{timestamp=2024-07-06T15:15:03.920, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_6893'}
LogEntry{timestamp=2024-02-24T17:46:57.121, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1658'}
LogEntry{timestamp=2024-01-10T22:06:27.336, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_4631'}
LogEntry{timestamp=2024-01-13T22:21:55.160, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_7313'}
LogEntry{timestamp=2024-03-04T16:27:50.784, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_6177'}
LogEntry{timestamp=2024-01-24T19:26:36.115, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7829'}
LogEntry{timestamp=2024-05-14T00:12:28.935, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_2716'}
LogEntry{timestamp=2024-04-10T18:27:22.745, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_1891'}
LogEntry{timestamp=2024-01-23T21:43:06.198, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_2462'}
LogEntry{timestamp=2024-02-27T08:02:23.500, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8304'}
LogEntry{timestamp=2024-04-03T04:18:06.600, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5357'}
LogEntry{timestamp=2024-03-22T23:57:09.199, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_8911'}
LogEntry{timestamp=2024-01-15T08:11:56.754, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5685'}
LogEntry{timestamp=2024-06-24T04:13:50.565, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_9413'}
LogEntry{timestamp=2024-06-22T16:56:00.636, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_2089'}
LogEntry{timestamp=2024-01-05T15:54:16.950, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1689'}
LogEntry{timestamp=2024-02-20T18:56:37.250, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_7840'}
LogEntry{timestamp=2024-05-07T00:11:03.552, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_6613'}
LogEntry{timestamp=2024-05-24T19:01:10.608, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_8035'}
LogEntry{timestamp=2024-03-04T22:42:19.581, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_5262'}
LogEntry{timestamp=2024-02-29T18:28:26.486, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2295'}
LogEntry{timestamp=2024-02-09T12:05:18.940, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_9315'}
LogEntry{timestamp=2024-05-22T00:14:13.288, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_4465'}
LogEntry{timestamp=2024-05-01T02:28:13.269, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_9137'}
LogEntry{timestamp=2024-07-04T06:47:38.983, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_9478'}
LogEntry{timestamp=2024-01-20T04:03:55.152, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_6452'}
LogEntry{timestamp=2024-05-11T17:51:03.106, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_8047'}
LogEntry{timestamp=2024-06-13T19:32:39.123, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_5392'}
LogEntry{timestamp=2024-03-23T21:08:54.254, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_6368'}
LogEntry{timestamp=2024-03-14T13:13:55.370, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1832'}
LogEntry{timestamp=2024-01-22T20:28:05.430, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5932'}
LogEntry{timestamp=2024-05-30T23:03:48.402, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5604'}
